,A_Properties,Num,A_SQFT
32002,411  STANTON PL,50656210,2220
32003,412  STANTON PL,50656090,2224
32004,413  STANTON PL,50656220,2307
32005,414  STANTON PL,50656080,2216
32006,415  STANTON PL,50656230,2271
32007,416  STANTON PL,50656070,2216
32008,417  STANTON PL,50656240,2216
32009,418  STANTON PL,50656060,2224
32010,419  STANTON PL,50656250,2204
32011,420  STANTON PL,50656050,2236
32012,421  STANTON PL,50656260,2216
32013,422  STANTON PL,50656040,1996
32014,423  STANTON PL,50656270,2216
32015,424  STANTON PL,50656030,1976
32016,425  STANTON PL,50656280,2236
32017,426  STANTON PL,50656020,1960
32018,427  STANTON PL,50655850,2000
32019,428  STANTON PL,50656010,1992
32020,429  STANTON PL,50655860,2016
32021,430  STANTON PL,50656000,1976
32022,431  STANTON PL,50655870,2000
32023,432  STANTON PL,50655990,2000
32024,433  STANTON PL,50655880,1997
32025,434  STANTON PL,50655980,1960
32026,435  STANTON PL,50655890,1981
32027,436  STANTON PL,50655970,1997
32028,437  STANTON PL,50655900,2016
32029,438  STANTON PL,50655960,2016
32030,439  STANTON PL,50655910,2000
32031,440  STANTON PL,50655950,2000
32032,442  STANTON PL,50655940,1997
32033,444  STANTON PL,50655930,1992
32034,446  STANTON PL,50655920,1997
32035,3400  STERLING AV,25656000,2730
32036,3401  STERLING AV,50590820,2402
32037,3404  STERLING AV,25664000,2500
32038,3405  STERLING AV,25680000,2606
32039,3408  STERLING AV,25928000,2375
32040,3409  STERLING AV,25688000,3026
32041,3412  STERLING AV,25920000,2730
32042,3501  STERLING AV,25696000,2595
32043,3504  STERLING AV,25768000,2910
32044,3505  STERLING AV,25704000,3762
32045,3508  STERLING AV,25760000,2012
32046,3509  STERLING AV,25712000,2730
32047,3512  STERLING AV,25752000,2662
32048,3513  STERLING AV,25720000,2626
32049,3516  STERLING AV,25744000,2390
32050,3517  STERLING AV,25728000,2328
32051,3520  STERLING AV,25736000,2596
32052,2455 N STEVENS ST,50201540,1360
32053,2456 N STEVENS ST,41296000,1342
32054,2457 N STEVENS ST,50201510,1360
32055,2460 N STEVENS ST,41304000,1572
32056,2461 N STEVENS ST,50201480,1360
32057,2463 N STEVENS ST,50201450,1360
32058,2501 N STEVENS ST,41008000,2516
32059,2504 N STEVENS ST,41448000,1092
32060,2507 N STEVENS ST,41016000,2516
32061,2508 N STEVENS ST,41440000,1042
32062,2511 N STEVENS ST,41024000,2484
32063,2512 N STEVENS ST,41432000,1042
32064,2516 N STEVENS ST,41424000,1099
32065,2517 N STEVENS ST,41032000,2934
32066,2520 N STEVENS ST,41416000,1431
32067,2601 N STEVENS ST,41072000,2516
32068,2607 N STEVENS ST,41080000,2516
32069,2610 N STEVENS ST,41864000,1505
32070,2617 N STEVENS ST,40936000,2433
32071,2714 N STEVENS ST,41968000,1384
32072,2915 N STEVENS ST,41624000,1624
32073,5901  STEVENSON AV,50624270,26069
32074,5951  STEVENSON AV,50624260,12180
32075,5999  STEVENSON AV,50368410,40050
32076,6000  STEVENSON AV,37584000,21056
32077,6101  STEVENSON AV,50451000,80000
32078,6125  STEVENSON AV,50451010,0
32079,6300  STEVENSON AV,37816010,1
32080,"6300  STEVENSON AV, UNIT LL01",50314800,1071
32081,"6300  STEVENSON AV, UNIT LL02",50314810,1071
32082,"6300  STEVENSON AV, UNIT LL03",50314820,1055
32083,"6300  STEVENSON AV, UNIT LL04",50314830,1050
32084,"6300  STEVENSON AV, UNIT L01",50314840,1071
32085,"6300  STEVENSON AV, UNIT L02",50314850,1071
32086,"6300  STEVENSON AV, UNIT L03",50314860,1055
32087,"6300  STEVENSON AV, UNIT L04",50314870,1050
32088,6300  STEVENSON AV,50360000,1046
32089,6300  STEVENSON AV,50360010,1828
32090,6300  STEVENSON AV,50360020,308
32091,6300  STEVENSON AV,50360030,1088
32092,6300  STEVENSON AV,50360040,1076
32093,6300  STEVENSON AV,50360050,844
32094,6300  STEVENSON AV,50360060,761
32095,"6300  STEVENSON AV, UNIT 101",50314880,1071
32096,"6300  STEVENSON AV, UNIT 102",50314890,1071
32097,"6300  STEVENSON AV, UNIT 103",50314900,1055
32098,"6300  STEVENSON AV, UNIT 104",50314910,1050
32099,"6300  STEVENSON AV, UNIT 105",50314920,751
32100,"6300  STEVENSON AV, UNIT 106",50314930,750
32101,"6300  STEVENSON AV, UNIT 107",50314940,835
32102,"6300  STEVENSON AV, UNIT 108",50314950,1050
32103,"6300  STEVENSON AV, UNIT 109",50314960,1063
32104,"6300  STEVENSON AV, UNIT 110",50314970,1062
32105,"6300  STEVENSON AV, UNIT 111",50314980,1067
32106,"6300  STEVENSON AV, UNIT 112",50314990,1067
32107,"6300  STEVENSON AV, UNIT 113",50315000,1050
32108,"6300  STEVENSON AV, UNIT 114",50315010,1055
32109,"6300  STEVENSON AV, UNIT 115",50315020,1062
32110,"6300  STEVENSON AV, UNIT 116",50315030,1063
32111,"6300  STEVENSON AV, UNIT 117",50315040,834
32112,"6300  STEVENSON AV, UNIT 118",50315050,1045
32113,"6300  STEVENSON AV, UNIT 119",50315060,750
32114,"6300  STEVENSON AV, UNIT 120",50315070,750
32115,"6300  STEVENSON AV, UNIT 121",50315080,1050
32116,"6300  STEVENSON AV, UNIT 122",50315090,1055
32117,"6300  STEVENSON AV, UNIT 123",50315100,1067
32118,"6300  STEVENSON AV, UNIT 124",50315110,1067
32119,"6300  STEVENSON AV, UNIT 201",50315120,1071
32120,"6300  STEVENSON AV, UNIT 202",50315130,1071
32121,"6300  STEVENSON AV, UNIT 203",50315140,1055
32122,"6300  STEVENSON AV, UNIT 204",50315150,1050
32123,"6300  STEVENSON AV, UNIT 205",50315160,750
32124,"6300  STEVENSON AV, UNIT 206",50315170,750
32125,"6300  STEVENSON AV, UNIT 207",50315180,835
32126,"6300  STEVENSON AV, UNIT 208",50315190,1050
32127,"6300  STEVENSON AV, UNIT 209",50315200,1063
32128,"6300  STEVENSON AV, UNIT 210",50315210,1062
32129,"6300  STEVENSON AV, UNIT 211",50315220,1067
32130,"6300  STEVENSON AV, UNIT 212",50315230,1067
32131,"6300  STEVENSON AV, UNIT 213",50315240,1050
32132,"6300  STEVENSON AV, UNIT 214",50315250,1055
32133,"6300  STEVENSON AV, UNIT 215",50315260,1062
32134,"6300  STEVENSON AV, UNIT 216",50315270,1063
32135,"6300  STEVENSON AV, UNIT 217",50315280,835
32136,"6300  STEVENSON AV, UNIT 218",50315290,1045
32137,"6300  STEVENSON AV, UNIT 219",50315300,750
32138,"6300  STEVENSON AV, UNIT 220",50315310,750
32139,"6300  STEVENSON AV, UNIT 221",50315320,1050
32140,"6300  STEVENSON AV, UNIT 222",50315330,1055
32141,"6300  STEVENSON AV, UNIT 223",50315340,1067
32142,"6300  STEVENSON AV, UNIT 224",50315350,1067
32143,"6300  STEVENSON AV, UNIT 301",50315360,1071
32144,"6300  STEVENSON AV, UNIT 302",50315370,1071
32145,"6300  STEVENSON AV, UNIT 303",50315380,1055
32146,"6300  STEVENSON AV, UNIT 304",50315390,1050
32147,"6300  STEVENSON AV, UNIT 305",50315400,750
32148,"6300  STEVENSON AV, UNIT 306",50315410,750
32149,"6300  STEVENSON AV, UNIT 307",50315420,835
32150,"6300  STEVENSON AV, UNIT 308",50315430,1050
32151,"6300  STEVENSON AV, UNIT 309",50315440,1063
32152,"6300  STEVENSON AV, UNIT 310",50315450,1062
32153,"6300  STEVENSON AV, UNIT 311",50315460,1067
32154,"6300  STEVENSON AV, UNIT 312",50315470,1067
32155,"6300  STEVENSON AV, UNIT 313",50315480,1050
32156,"6300  STEVENSON AV, UNIT 314",50315490,1055
32157,"6300  STEVENSON AV, UNIT 315",50315500,1062
32158,"6300  STEVENSON AV, UNIT 316",50315510,1063
32159,"6300  STEVENSON AV, UNIT 317",50315520,835
32160,"6300  STEVENSON AV, UNIT 318",50315530,1045
32161,"6300  STEVENSON AV, UNIT 319",50315540,750
32162,"6300  STEVENSON AV, UNIT 320",50315550,750
32163,"6300  STEVENSON AV, UNIT 321",50315560,1050
32164,"6300  STEVENSON AV, UNIT 322",50315570,1055
32165,"6300  STEVENSON AV, UNIT 323",50315580,1067
32166,"6300  STEVENSON AV, UNIT 324",50315590,1067
32167,"6300  STEVENSON AV, UNIT 401",50315600,1071
32168,"6300  STEVENSON AV, UNIT 402",50315610,1071
32169,"6300  STEVENSON AV, UNIT 403",50315620,1055
32170,"6300  STEVENSON AV, UNIT 404",50315630,1050
32171,"6300  STEVENSON AV, UNIT 405",50315640,750
32172,"6300  STEVENSON AV, UNIT 406",50315650,750
32173,"6300  STEVENSON AV, UNIT 407",50315660,835
32174,"6300  STEVENSON AV, UNIT 408",50315670,1050
32175,"6300  STEVENSON AV, UNIT 409",50315680,1063
32176,"6300  STEVENSON AV, UNIT 410",50315690,1062
32177,"6300  STEVENSON AV, UNIT 411",50315700,1067
32178,"6300  STEVENSON AV, UNIT 412",50315710,1067
32179,"6300  STEVENSON AV, UNIT 413",50315720,1050
32180,"6300  STEVENSON AV, UNIT 414",50315730,1055
32181,"6300  STEVENSON AV, UNIT 415",50315740,1062
32182,"6300  STEVENSON AV, UNIT 416",50315750,1063
32183,"6300  STEVENSON AV, UNIT 417",50315760,835
32184,"6300  STEVENSON AV, UNIT 418",50315770,1045
32185,"6300  STEVENSON AV, UNIT 419",50315780,750
32186,"6300  STEVENSON AV, UNIT 420",50315790,750
32187,"6300  STEVENSON AV, UNIT 421",50315800,1050
32188,"6300  STEVENSON AV, UNIT 422",50315810,1055
32189,"6300  STEVENSON AV, UNIT 423",50315820,1067
32190,"6300  STEVENSON AV, UNIT 424",50315830,1067
32191,"6300  STEVENSON AV, UNIT 501",50315840,1071
32192,"6300  STEVENSON AV, UNIT 502",50315850,1071
32193,"6300  STEVENSON AV, UNIT 503",50315860,1055
32194,"6300  STEVENSON AV, UNIT 504",50315870,1049
32195,"6300  STEVENSON AV, UNIT 505",50315880,750
32196,"6300  STEVENSON AV, UNIT 506",50315890,750
32197,"6300  STEVENSON AV, UNIT 507",50315900,835
32198,"6300  STEVENSON AV, UNIT 508",50315910,1050
32199,"6300  STEVENSON AV, UNIT 509",50315920,1063
32200,"6300  STEVENSON AV, UNIT 510",50315930,1062
32201,"6300  STEVENSON AV, UNIT 511",50315940,1067
32202,"6300  STEVENSON AV, UNIT 512",50315950,1067
32203,"6300  STEVENSON AV, UNIT 513",50315960,1050
32204,"6300  STEVENSON AV, UNIT 514",50315970,1055
32205,"6300  STEVENSON AV, UNIT 515",50315980,1062
32206,"6300  STEVENSON AV, UNIT 516",50315990,1063
32207,"6300  STEVENSON AV, UNIT 517",50316000,835
32208,"6300  STEVENSON AV, UNIT 518",50316010,1045
32209,"6300  STEVENSON AV, UNIT 519",50316020,750
32210,"6300  STEVENSON AV, UNIT 520",50316030,750
32211,"6300  STEVENSON AV, UNIT 521",50316040,1050
32212,"6300  STEVENSON AV, UNIT 522",50316050,1055
32213,"6300  STEVENSON AV, UNIT 523",50316060,1067
32214,"6300  STEVENSON AV, UNIT 524",50316070,1067
32215,"6300  STEVENSON AV, UNIT 601",50316080,1071
32216,"6300  STEVENSON AV, UNIT 602",50316090,1071
32217,"6300  STEVENSON AV, UNIT 603",50316100,1055
32218,"6300  STEVENSON AV, UNIT 604",50316110,1050
32219,"6300  STEVENSON AV, UNIT 605",50316120,750
32220,"6300  STEVENSON AV, UNIT 606",50316130,750
32221,"6300  STEVENSON AV, UNIT 607",50316140,835
32222,"6300  STEVENSON AV, UNIT 608",50316150,1050
32223,"6300  STEVENSON AV, UNIT 609",50316160,1063
32224,"6300  STEVENSON AV, UNIT 610",50316170,1062
32225,"6300  STEVENSON AV, UNIT 611",50316180,1067
32226,"6300  STEVENSON AV, UNIT 612",50316190,1067
32227,"6300  STEVENSON AV, UNIT 613",50316200,1050
32228,"6300  STEVENSON AV, UNIT 614",50316210,1055
32229,"6300  STEVENSON AV, UNIT 615",50316220,1062
32230,"6300  STEVENSON AV, UNIT 616",50316230,1063
32231,"6300  STEVENSON AV, UNIT 617",50316240,835
32232,"6300  STEVENSON AV, UNIT 618",50316250,1045
32233,"6300  STEVENSON AV, UNIT 619",50316260,750
32234,"6300  STEVENSON AV, UNIT 620",50316270,750
32235,"6300  STEVENSON AV, UNIT 621",50316280,1050
32236,"6300  STEVENSON AV, UNIT 622",50316290,1055
32237,"6300  STEVENSON AV, UNIT 623",50316300,1067
32238,"6300  STEVENSON AV, UNIT 624",50316310,1067
32239,"6300  STEVENSON AV, UNIT 701",50316320,1071
32240,"6300  STEVENSON AV, UNIT 702",50316330,1071
32241,"6300  STEVENSON AV, UNIT 703",50316340,1055
32242,"6300  STEVENSON AV, UNIT 704",50316350,1050
32243,"6300  STEVENSON AV, UNIT 705",50316360,750
32244,"6300  STEVENSON AV, UNIT 706",50316370,750
32245,"6300  STEVENSON AV, UNIT 707",50316380,835
32246,"6300  STEVENSON AV, UNIT 708",50316390,1050
32247,"6300  STEVENSON AV, UNIT 709",50316400,1063
32248,"6300  STEVENSON AV, UNIT 710",50316410,1062
32249,"6300  STEVENSON AV, UNIT 711",50316420,1067
32250,"6300  STEVENSON AV, UNIT 712",50316430,1067
32251,"6300  STEVENSON AV, UNIT 713",50316440,1050
32252,"6300  STEVENSON AV, UNIT 714",50316450,1055
32253,"6300  STEVENSON AV, UNIT 715",50316460,1062
32254,"6300  STEVENSON AV, UNIT 716",50316470,1063
32255,"6300  STEVENSON AV, UNIT 717",50316480,835
32256,"6300  STEVENSON AV, UNIT 718",50316490,1045
32257,"6300  STEVENSON AV, UNIT 719",50316500,750
32258,"6300  STEVENSON AV, UNIT 720",50316510,750
32259,"6300  STEVENSON AV, UNIT 721",50316520,1050
32260,"6300  STEVENSON AV, UNIT 722",50316530,1055
32261,"6300  STEVENSON AV, UNIT 723",50316540,1067
32262,"6300  STEVENSON AV, UNIT 724",50316550,1067
32263,"6300  STEVENSON AV, UNIT 801",50316560,1071
32264,"6300  STEVENSON AV, UNIT 802",50316570,1071
32265,"6300  STEVENSON AV, UNIT 803",50316580,1055
32266,"6300  STEVENSON AV, UNIT 804",50316590,1050
32267,"6300  STEVENSON AV, UNIT 805",50316600,750
32268,"6300  STEVENSON AV, UNIT 806",50316610,750
32269,"6300  STEVENSON AV, UNIT 807",50316620,835
32270,"6300  STEVENSON AV, UNIT 808",50316630,1050
32271,"6300  STEVENSON AV, UNIT 809",50316640,1063
32272,"6300  STEVENSON AV, UNIT 810",50316650,1062
32273,"6300  STEVENSON AV, UNIT 811",50316660,1067
32274,"6300  STEVENSON AV, UNIT 812",50316670,1067
32275,"6300  STEVENSON AV, UNIT 813",50316680,1050
32276,"6300  STEVENSON AV, UNIT 814",50316690,1055
32277,"6300  STEVENSON AV, UNIT 815",50316700,1062
32278,"6300  STEVENSON AV, UNIT 816",50316710,1063
32279,"6300  STEVENSON AV, UNIT 817",50316720,835
32280,"6300  STEVENSON AV, UNIT 818",50316730,1045
32281,"6300  STEVENSON AV, UNIT 819",50316740,750
32282,"6300  STEVENSON AV, UNIT 820",50316750,750
32283,"6300  STEVENSON AV, UNIT 821",50316760,1050
32284,"6300  STEVENSON AV, UNIT 822",50316770,1055
32285,"6300  STEVENSON AV, UNIT 823",50316780,1067
32286,"6300  STEVENSON AV, UNIT 824",50316790,1067
32287,"6300  STEVENSON AV, UNIT 901",50316800,1071
32288,"6300  STEVENSON AV, UNIT 902",50316810,1071
32289,"6300  STEVENSON AV, UNIT 903",50316820,1055
32290,"6300  STEVENSON AV, UNIT 904",50316830,1050
32291,"6300  STEVENSON AV, UNIT 905",50316840,750
32292,"6300  STEVENSON AV, UNIT 906",50316850,750
32293,"6300  STEVENSON AV, UNIT 907",50316860,835
32294,"6300  STEVENSON AV, UNIT 908",50316870,1050
32295,"6300  STEVENSON AV, UNIT 909",50316880,1063
32296,"6300  STEVENSON AV, UNIT 910",50316890,1062
32297,"6300  STEVENSON AV, UNIT 911",50316900,1067
32298,"6300  STEVENSON AV, UNIT 912",50316910,1067
32299,"6300  STEVENSON AV, UNIT 913",50316920,1050
32300,"6300  STEVENSON AV, UNIT 914",50316930,1055
32301,"6300  STEVENSON AV, UNIT 915",50316940,1062
32302,"6300  STEVENSON AV, UNIT 916",50316950,1063
32303,"6300  STEVENSON AV, UNIT 917",50316960,835
32304,"6300  STEVENSON AV, UNIT 918",50316970,1045
32305,"6300  STEVENSON AV, UNIT 919",50316980,750
32306,"6300  STEVENSON AV, UNIT 920",50316990,750
32307,"6300  STEVENSON AV, UNIT 921",50317000,1050
32308,"6300  STEVENSON AV, UNIT 922",50317010,1055
32309,"6300  STEVENSON AV, UNIT 923",50317020,1067
32310,"6300  STEVENSON AV, UNIT 924",50317030,1067
32311,"6300  STEVENSON AV, UNIT 1001",50317040,1071
32312,"6300  STEVENSON AV, UNIT 1002",50317050,1071
32313,"6300  STEVENSON AV, UNIT 1003",50317060,1055
32314,"6300  STEVENSON AV, UNIT 1004",50317070,1050
32315,"6300  STEVENSON AV, UNIT 1005",50317080,750
32316,"6300  STEVENSON AV, UNIT 1006",50317090,750
32317,"6300  STEVENSON AV, UNIT 1007",50317100,835
32318,"6300  STEVENSON AV, UNIT 1008",50317110,1050
32319,"6300  STEVENSON AV, UNIT 1009",50317120,1063
32320,"6300  STEVENSON AV, UNIT 1010",50317130,1062
32321,"6300  STEVENSON AV, UNIT 1011",50317140,1067
32322,"6300  STEVENSON AV, UNIT 1012",50317150,1067
32323,"6300  STEVENSON AV, UNIT 1013",50317160,1050
32324,"6300  STEVENSON AV, UNIT 1014",50317170,1055
32325,"6300  STEVENSON AV, UNIT 1015",50317180,1062
32326,"6300  STEVENSON AV, UNIT 1016",50317190,1063
32327,"6300  STEVENSON AV, UNIT 1017",50317200,835
32328,"6300  STEVENSON AV, UNIT 1018",50317210,1045
32329,"6300  STEVENSON AV, UNIT 1019",50317220,750
32330,"6300  STEVENSON AV, UNIT 1020",50317230,750
32331,"6300  STEVENSON AV, UNIT 1021",50317240,1050
32332,"6300  STEVENSON AV, UNIT 1022",50317250,1055
32333,"6300  STEVENSON AV, UNIT 1023",50317260,1067
32334,"6300  STEVENSON AV, UNIT 1024",50317270,1067
32335,"6300  STEVENSON AV, UNIT 1108",50317280,1050
32336,"6300  STEVENSON AV, UNIT 1109",50317290,1063
32337,"6300  STEVENSON AV, UNIT 1110",50317300,1062
32338,"6300  STEVENSON AV, UNIT 1111",50317310,1067
32339,"6300  STEVENSON AV, UNIT 1112",50317320,1067
32340,"6300  STEVENSON AV, UNIT 1113",50317330,1050
32341,"6300  STEVENSON AV, UNIT 1114",50317340,1055
32342,"6300  STEVENSON AV, UNIT 1115",50317350,1062
32343,"6300  STEVENSON AV, UNIT 1116",50317360,1063
32344,"6300  STEVENSON AV, UNIT 1117",50317370,835
32345,"6300  STEVENSON AV, UNIT 1118",50317380,1044
32346,"6300  STEVENSON AV, UNIT 1119",50317390,750
32347,"6300  STEVENSON AV, UNIT 1120",50317400,750
32348,"6300  STEVENSON AV, UNIT 1121",50317410,1050
32349,"6300  STEVENSON AV, UNIT 1122",50317420,1055
32350,"6300  STEVENSON AV, UNIT 1123",50317430,1067
32351,"6300  STEVENSON AV, UNIT 1124",50317440,1067
32352,"6300  STEVENSON AV, UNIT 1217",50317450,835
32353,"6300  STEVENSON AV, UNIT 1219",50317460,750
32354,"6300  STEVENSON AV, UNIT 1220",50317470,750
32355,"6300  STEVENSON AV, UNIT 1221",50317480,1050
32356,"6300  STEVENSON AV, UNIT 1222",50317490,1055
32357,"6300  STEVENSON AV, UNIT 1223",50317500,1067
32358,"6300  STEVENSON AV, UNIT 1224",50317510,1067
32359,6301  STEVENSON AV,37680505,1
32360,6301  STEVENSON AV,37680500,1
32361,6301  STEVENSON AV,50044010,624
32362,6301  STEVENSON AV,50044100,605
32363,6301  STEVENSON AV,50044200,832
32364,6301  STEVENSON AV,50044300,275
32365,"6301  STEVENSON AV, UNIT 101",37720100,1371
32366,"6301  STEVENSON AV, UNIT 102",37720105,1411
32367,"6301  STEVENSON AV, UNIT 103",37720110,811
32368,"6301  STEVENSON AV, UNIT 104",37720115,840
32369,"6301  STEVENSON AV, UNIT 105",37720120,1091
32370,"6301  STEVENSON AV, UNIT 106",37720125,1111
32371,"6301  STEVENSON AV, UNIT 107",37720130,800
32372,"6301  STEVENSON AV, UNIT 108",37720135,1112
32373,"6301  STEVENSON AV, UNIT 109",37720140,810
32374,"6301  STEVENSON AV, UNIT 110",37720145,1250
32375,"6301  STEVENSON AV, UNIT 111",37720150,1071
32376,"6301  STEVENSON AV, UNIT 112",37720155,1111
32377,"6301  STEVENSON AV, UNIT 113",37720160,1091
32378,"6301  STEVENSON AV, UNIT 114",37720165,840
32379,"6301  STEVENSON AV, UNIT 115",37720170,810
32380,"6301  STEVENSON AV, UNIT 116",37720175,1410
32381,"6301  STEVENSON AV, UNIT 117",37720180,1371
32382,"6301  STEVENSON AV, UNIT 201",37720185,1371
32383,"6301  STEVENSON AV, UNIT 202",37720190,1412
32384,"6301  STEVENSON AV, UNIT 203",37720195,811
32385,"6301  STEVENSON AV, UNIT 204",37720200,841
32386,"6301  STEVENSON AV, UNIT 205",37720205,1091
32387,"6301  STEVENSON AV, UNIT 206",37720210,1110
32388,"6301  STEVENSON AV, UNIT 207",37720215,800
32389,"6301  STEVENSON AV, UNIT 208",37720220,1111
32390,"6301  STEVENSON AV, UNIT 209",37720225,811
32391,"6301  STEVENSON AV, UNIT 210",37720230,1250
32392,"6301  STEVENSON AV, UNIT 211",37720235,1071
32393,"6301  STEVENSON AV, UNIT 212",37720240,1111
32394,"6301  STEVENSON AV, UNIT 213",37720245,1091
32395,"6301  STEVENSON AV, UNIT 214",37720250,840
32396,"6301  STEVENSON AV, UNIT 215",37720255,810
32397,"6301  STEVENSON AV, UNIT 216",37720260,1411
32398,"6301  STEVENSON AV, UNIT 217",37720265,1371
32399,"6301  STEVENSON AV, UNIT 301",37720270,1372
32400,"6301  STEVENSON AV, UNIT 302",37720275,1411
32401,"6301  STEVENSON AV, UNIT 303",37720280,811
32402,"6301  STEVENSON AV, UNIT 304",37720285,841
32403,"6301  STEVENSON AV, UNIT 305",37720290,1091
32404,"6301  STEVENSON AV, UNIT 306",37720295,1110
32405,"6301  STEVENSON AV, UNIT 307",37720300,800
32406,"6301  STEVENSON AV, UNIT 308",37720305,1110
32407,"6301  STEVENSON AV, UNIT 309",37720310,811
32408,"6301  STEVENSON AV, UNIT 310",37720315,1250
32409,"6301  STEVENSON AV, UNIT 311",37720320,1071
32410,"6301  STEVENSON AV, UNIT 312",37720325,1111
32411,"6301  STEVENSON AV, UNIT 313",37720330,1091
32412,"6301  STEVENSON AV, UNIT 314",37720335,841
32413,"6301  STEVENSON AV, UNIT 315",37720340,810
32414,"6301  STEVENSON AV, UNIT 316",37720345,1411
32415,"6301  STEVENSON AV, UNIT 317",37720350,1372
32416,"6301  STEVENSON AV, UNIT 401",37720355,1371
32417,"6301  STEVENSON AV, UNIT 402",37720360,1411
32418,"6301  STEVENSON AV, UNIT 403",37720365,811
32419,"6301  STEVENSON AV, UNIT 404",37720370,841
32420,"6301  STEVENSON AV, UNIT 405",37720375,1091
32421,"6301  STEVENSON AV, UNIT 406",37720380,1085
32422,"6301  STEVENSON AV, UNIT 407",37720385,801
32423,"6301  STEVENSON AV, UNIT 408",37720390,1111
32424,"6301  STEVENSON AV, UNIT 409",37720395,811
32425,"6301  STEVENSON AV, UNIT 410",37720400,1251
32426,"6301  STEVENSON AV, UNIT 411",37720405,1071
32427,"6301  STEVENSON AV, UNIT 412",37720410,1086
32428,"6301  STEVENSON AV, UNIT 413",37720415,1090
32429,"6301  STEVENSON AV, UNIT 414",37720420,841
32430,"6301  STEVENSON AV, UNIT 415",37720425,811
32431,"6301  STEVENSON AV, UNIT 416",37720430,1411
32432,"6301  STEVENSON AV, UNIT 417",37720435,1371
32433,"6301  STEVENSON AV, UNIT 501",37720440,1371
32434,"6301  STEVENSON AV, UNIT 502",37720445,1411
32435,"6301  STEVENSON AV, UNIT 503",37720450,811
32436,"6301  STEVENSON AV, UNIT 504",37720455,840
32437,"6301  STEVENSON AV, UNIT 505",37720460,1091
32438,"6301  STEVENSON AV, UNIT 506",37720465,1111
32439,"6301  STEVENSON AV, UNIT 507",37720470,801
32440,"6301  STEVENSON AV, UNIT 508",37720475,1110
32441,"6301  STEVENSON AV, UNIT 509",37720480,810
32442,"6301  STEVENSON AV, UNIT 510",37720485,1251
32443,"6301  STEVENSON AV, UNIT 511",37720490,1071
32444,"6301  STEVENSON AV, UNIT 512",37720495,1111
32445,"6301  STEVENSON AV, UNIT 513",37720500,1091
32446,"6301  STEVENSON AV, UNIT 514",37720505,841
32447,"6301  STEVENSON AV, UNIT 515",37720510,811
32448,"6301  STEVENSON AV, UNIT 516",37720515,1411
32449,"6301  STEVENSON AV, UNIT 517",37720520,1371
32450,"6301  STEVENSON AV, UNIT 601",37720525,1371
32451,"6301  STEVENSON AV, UNIT 602",37720530,1411
32452,"6301  STEVENSON AV, UNIT 603",37720535,811
32453,"6301  STEVENSON AV, UNIT 604",37720540,841
32454,"6301  STEVENSON AV, UNIT 605",37720545,1091
32455,"6301  STEVENSON AV, UNIT 606",37720550,1110
32456,"6301  STEVENSON AV, UNIT 607",37720555,800
32457,"6301  STEVENSON AV, UNIT 608",37720560,1111
32458,"6301  STEVENSON AV, UNIT 609",37720565,811
32459,"6301  STEVENSON AV, UNIT 610",37720570,1250
32460,"6301  STEVENSON AV, UNIT 611",37720575,1071
32461,"6301  STEVENSON AV, UNIT 612",37720580,1112
32462,"6301  STEVENSON AV, UNIT 613",37720585,1091
32463,"6301  STEVENSON AV, UNIT 614",37720590,840
32464,"6301  STEVENSON AV, UNIT 615",37720595,811
32465,"6301  STEVENSON AV, UNIT 616",37720600,1412
32466,"6301  STEVENSON AV, UNIT 617",37720605,1371
32467,"6301  STEVENSON AV, UNIT 701",37720610,1371
32468,"6301  STEVENSON AV, UNIT 702",37720615,1410
32469,"6301  STEVENSON AV, UNIT 703",37720620,811
32470,"6301  STEVENSON AV, UNIT 704",37720625,841
32471,"6301  STEVENSON AV, UNIT 705",37720630,1091
32472,"6301  STEVENSON AV, UNIT 706",37720635,1086
32473,"6301  STEVENSON AV, UNIT 707",37720640,801
32474,"6301  STEVENSON AV, UNIT 708",37720645,1111
32475,"6301  STEVENSON AV, UNIT 709",37720650,810
32476,"6301  STEVENSON AV, UNIT 710",37720655,1251
32477,"6301  STEVENSON AV, UNIT 711",37720660,1071
32478,"6301  STEVENSON AV, UNIT 712",37720665,1085
32479,"6301  STEVENSON AV, UNIT 713",37720670,1091
32480,"6301  STEVENSON AV, UNIT 714",37720675,841
32481,"6301  STEVENSON AV, UNIT 715",37720680,810
32482,"6301  STEVENSON AV, UNIT 716",37720685,1411
32483,"6301  STEVENSON AV, UNIT 717",37720690,1371
32484,"6301  STEVENSON AV, UNIT 801",37720695,1371
32485,"6301  STEVENSON AV, UNIT 802",37720700,1410
32486,"6301  STEVENSON AV, UNIT 803",37720705,811
32487,"6301  STEVENSON AV, UNIT 804",37720710,841
32488,"6301  STEVENSON AV, UNIT 805",37720715,1091
32489,"6301  STEVENSON AV, UNIT 806",37720720,1111
32490,"6301  STEVENSON AV, UNIT 807",37720725,801
32491,"6301  STEVENSON AV, UNIT 808",37720730,1111
32492,"6301  STEVENSON AV, UNIT 809",37720735,812
32493,"6301  STEVENSON AV, UNIT 810",37720740,1251
32494,"6301  STEVENSON AV, UNIT 811",37720745,1072
32495,"6301  STEVENSON AV, UNIT 812",37720750,1111
32496,"6301  STEVENSON AV, UNIT 813",37720755,1091
32497,"6301  STEVENSON AV, UNIT 814",37720760,840
32498,"6301  STEVENSON AV, UNIT 815",37720765,810
